c,a
동료가코로나 감염 증상이 나타나요.,어떤 증상이 있으신가요?
,
열이 많이 나고 기침을 하고 폐를 잡고 있어요. 어떻게 해야 합니까?,"우선, 병원으로 방문하도록 안내해야 해요."
,
저는 어떻게 해야 합니까?,근처 보건소로 가셔서코로나 진단 검사를 받으셔야 합니다.
,
코로나 시국의 삶이 힘들어요.,국가에서는 최대한의 자원을 활용하여 코로나를 방어하고 있습니다. 
,
안녕하세요 코로나19 치료제제품을 팔아도 됩니까?,판매자가 고객님 본인 이신가요?
,
인터넷 쇼핑몰에서 판매하고 있어서요.,코로나 관련 약은 개발되지 않았습니다.
,
"그럼, 판매 중이고 있는 약은 무엇인가요?",허위 판매에요. 구매하시면 절대 안됩니다.
,
그렇군요.,"감사의 인사를 올리며, 질병관리청 상담원 OOO입니다."
,
여행 가려는데 코로나라는 녀석 때문에 불안한데 다녀와도 되나요?,국내 또는 국외 중 어떤곳인가요?
,
미국으로 갑니다.,왜 방문하시려고 하십니까?
,
친구만나러요.,해당 지역은 해당 목적으로 방문이 가능해요.
,
엄청난 확진자 수가 나오고 있는데도요?,규칙상으로 문제되는 것은 없어요.
,
코로나와 담배는 어떤 관계가 있나요?,"서로, 폐라는 공통점이 있습니다."
,
"그렇게 된다면, 전자 담배를 피우면 코로나에 걸릴 위험이 증가하나요?","정확하게는, 판명된 연구가 없어요."
,
여보세요. 코로나19 치료약상품이 팔려도 되나요?,판매하시는 사람이 고객님이신가요?
,
아니요. 페이스북에서 판매 중이어서요.,코로나 관련 약은 개발되지 않았습니다.
,
지금 판매하고있는 백신은 무엇인가요?,거짓 판매에요. 구매하시면 안되요.
,
알겠습니다.,끝으로 질병관리청 상담원 OOO입니다.
,
여행 다녀올라고 하고 싶은데 코로나라는 녀석 때문에 심히 불안하긴 한데 갔다와도 됩니까?,국내 또는 국외 중 어디입니까?
,
홍콩에 가게 되었어요.,왜 방문 하시나요?
,
놀로요.,해당 국가는 여행목적으로는 방문이 가능해요.
,
확진자가 엄청 나오는 데 인데 말씀입니까?,규칙상으로 문제되는 것은 없어요.
,
담배와 코로나는 어떤 연관이 있습니까?,"교점으로, 폐가 나빠지는다는 것이 있습니다."
,
"그럼, 전자담배를 피우고 있으면 코로나에 걸릴 리스크가 있습니까?","완벽하게, 판명된 연구가 없다고 알려져 있어요."
,
안녕하세요 코로나19 백신상품을 팔아도 되나요?,판매자가 고객님 본인 이신가요?
,
쿠팡에서 싸게 판매하고 있어서요.,코로나 치료 약은 현재 개발된 것이 없어요.
,
"그렇다면, 지금 판매 중이고 있는 약은 무엇인가요?",허위 판매입니다. 구매하시면 절대 안됩니다.
,
예 알겠어요.,"감사의 인사를 올리며, 질병관리청 상담원 OOO이었습니다."
,
여행 갈라고 하는데 코로나라는 녀석 때문에 불안한데 다녀와도 됩니까?,국내 또는 국외 중 어떤곳인가요?
,
태국에 가요.,왜 방문하시려고 하십니까?
,
재밌게 놀려고 갑니다.,말씀해주신 지역은 여행이 가능합니다.
,
하루 확진자가 200명을 넘어가는데도 아시고 말씀하시는 것 맞습니까?,입국 또는 출국 금지에 대한 법이 없습니다.
,
전자담배와 코로나는 관계가 있나요?,폐에 영향을 준다는 것이 있습니다.
,
"그렇게 된다면, 전자담배를 피우고 있으면 코로나에 걸릴 리스크가 증가합니까?","완벽하게, 증명된 연구가 없습니다."
,
코로나19 치료제제품을 팔아도 됩니까?,판매하시는 사람이 고객님이신가요?
,
아닙니다. 트위터에서 세일해서 판매하고 있습니다.,코로나 관련 약은 아직 개발되지 않았어요.
,
지금 판매 중인 치료제는 어떤것 인가요?,거짓 판매입니다. 구매하시면 불이익이 발생할 수 있습니다.
,
예 감사합니다.,"네, 질병관리청 상담원 OOO입니다."
,
여행 갈라고 하는데 코로나19 때문에 심히 불안하긴 한데 갔다와도 되나요?,국내 또는 국외 중 어느곳으로 가십니까?
,
중국에 가게 되었어요.,왜 방문 하시나요?
,
여가입니다.,말씀해주신 국가는 해당 목적으로 방문이 가능합니다.
,
매일 확진자가 300명 이상씩 나오는데도요?,출국 또는 입국을 금지하고 있지 않습니다.
,
코로나와 전자담배는 어떤 관계가 있나요?,"공통점으로, 폐가 나빠지는다는 것이 있습니다."
,
담배를 피우고 있으면 코로나에 걸릴 위험이 있나요?,"정확하게는, 판명된 연구가 없습니다."
,
코로나에 관련하여정보를 얻는 방법에는 어떤것이 있습니까?,얻고 싶은 정보가 무엇인가요?
,
마스크 보유 재고 정보애요.,그것은 질병관리청 홈페이지에 있어요.
,
그것말고 정리된 파일은 없습니까?,정리된 자료 파일은 제공하고 있지 않습니다.
,
질병관리청 상담센터인가요? 자가격리에 대해서 질문이 있는데요.,자가격리에 대한 말씀이십니까?상세하게는 무엇이에요?
,
아침은 어떻게 해야 하나요?,개별적으로 알아서 해결해야 합니다.
,
국가의 도움은 전혀 없나요?,아니요 있습니다. 자가격리에 들어가시면 기본적으로 2주치 물품을 국가에서 지원해드려요.
,
친한 친구가코로나 감염 증세가 발생하는데요.,어떻게 증상이 나타나고 있나요?
,
열이 많이 나고 기침을 많이 합니다. 어떻게 조취를 취해야 됩니까?,"우선, 신속하게 병원으로 보내야 합니다."
,
저는 무엇을 해야 하나요?,빠르게 보건소에 가셔서코로나 진단 검사를 받아서 이상여부를 확인해야 해요.
,
코로나 시국의 삶이 힘이 듭니다.,정부에서는 최대한의 자원을 활용하여 코로나를 방어하고 있습니다. 
,
코로나19 관하여 정보를 얻는 방법에는 어떤것이 있습니까?,어떤 정보를 얻고 싶으십니까?
,
마스크 보유 재고 정보애요.,마스크와 관련된 정보는 질병관리청 홈페이지에 접속하시면 있어요.
,
일자별 파일로 정리된 정보는 없나요?,정리되어 있는 파일 자료는 제공안합니다.
,
질병관리청 맞나요? 자가격리에 대해서 궁금한게 있어요.,자가격리에 대하여 관련련된 말씀이십니까?어떤것과 관련되어 있습니까?
,
아침은 어떻게 해야 합니가?,개별적으로 알아서 해결해야 해요.
,
"혹여나, 국가의 지원은 아예 없습니까?","아, 자가격리에 들어가시면 2주치 생필품을 거주지에 전달해드려요."
,
학교 학생이코로나 감염 증세가 나타납니다.,어떤 증상이 있으신가요?
,
폐가 아프다고 하면서 식은땀을 흘립니다.어떻게 해야 하나요?,"우선, 신속하게 병원으로 보내야 해요."
,
저는 어떻게 해야 합니까?,빨리 보건소로 가셔서코로나 진단 검사를 받아서 확인해봐야 합니다.
,
코로나 시국의 삶이 힘이 듭니다.,국가에서는 최대한 노력하고 있습니다.
,
반갑습니다. 코로나19 백신상품을 판매해도 되나요?,판매자가 고객님 본인 이십니까?
,
아닙니다. 페이스북에서 세일해서 판매하고 있습니다.,코로나 관련 약은 아직 개발되지 않았어요.
,
"그렇다면, 판매 중이고 있는 약은 무엇입니까?",거짓 판매에요. 구매 하면 안됩니다.
,
알겠습니다.,"네, 질병관리청 OOO이에요."
,
여행 갈라고 하고 싶은데 코로나 시국 때문에 불안한데 가도 됩니까?,국내 또는 국외 중 어디로 가십니까?
,
프랑스으로 갑니다.,왜 방문할려고 하십니까?
,
여가입니다.,해당 국가는 여행목적으로는 여행이 가능합니다.
,
확진자가 엄청 나오는 데 인데 말씀입니까?,출국 또는 입국을 금지하고 있지 않습니다.
,
"혹시, 담배와 코로나는 관계가 있습니까?","공통점으로, 폐와 연관되어 있습니다."
,
전자담배를 태우고 있으면 코로나에 걸릴 리스크가 있나요?,"완벽하게는, 증명된 것이 없어요."
,
코로나19에 관련하여정보를 얻을 방법은 무엇이 있나요?,무슨 정보를 얻고 싶어요?
,
공적 마스크 재고 정보입니다.,그것은 질병관리청 홈페이지에 접속하시면 있습니다.
,
파일로 정리된 것은 없습니까?,정리된 정보 파일은 없습니다.
,
질병관리청 맞나요? 자가격리와 관련해서 궁금한 것이 있습니다.,자가격리에 대해서 이군요? 무엇이 궁금하십니까?
,
밥은 어떻게 해야 하나요?,개인별로 해결해야 합니다.
,
기관의 도움은 전혀 없습니까?,아니요 있습니다. 자가격리에 돌입하시면 2주치 생필품을 정부에서 전달해드립니다.
,
친구가코로나 증세가 나타나요.,어떤 증상이 있으신가요?
,
열이 많이 나고 기침을 많이 해요. 어떻게 해야 하나요?,"일단, 증상이 심하시면 병원으로 보내야 해요."
,
저는 무엇을 해야 하나요?,근처 보건소로 가셔서코로나 검사를 받아서 이상여부를 확인해야 해요.
,
코로나 시국의 생활이 힘들어요.,국가에서는 최대한의 자원을 활용하여 코로나를 방어하고 있습니다. 
,
코로나에 관하여 정보를 얻는 방법에는 무엇이 있나요?,얻고 싶은 정보가 무엇입니까?
,
공적 마스크 재고 정보에요.,마스크 정보는 질병관리청 홈페이지에 접속하시면 있어요.
,
"아니, 파일로 정리된 것은 없나요?",파일 자료는 제공하지 않고 있어요.
,
질병관리청 상담센터인가요? 자가격리에 대하여 문의가 있어요.,자가격리에 대해서 입니까? 어떤것이 궁금하십니까?
,
점심은 어떻게 해결하나요?,개별적으로 알아서 해결해야 해요.
,
국가 기관의 지원은 없나요?,아니요. 자가격리 하시면 기본적으로 2주치 물품을 국가에서 전달합니다.
,
동료가코로나 증상이 나타나는 것 같아요.,어떤 증상이 나타나고 있나요?
,
열이 38도를 넘어가고 있습니다. 어떻게 대응을 해야 되나요?,"먼저, 신속하게 병원으로 보내야 해요."
,
저는 어떻게 해야 합니까?,근처 보건소에 가셔서코로나 검사를 받아서 이상유무를 확인해야 합니다.
,
코로나 삶이 힘이 듭니다.,조금만 참고 기다려 주시면 감사하겠습니다.
,
코로나에 관하여 정보를 얻고 싶은데요?,얻고 싶은 정보가 무엇인가요?
,
마스크 재고 정보에요.,마스크와 관련된 정보는 질병관리청 홈페이지에 접속하시면 확인하실 수 있어요.
,
파일로 된 것은 없습니까?,정리되어 있는 자료 파일은 제공하고 있지 않아요.
,
질병관리청인가요? 자가격리에 대해서 궁금한게 있어요.,자가격리 관련한 말씀이십니까?어떤것과 관련되어 있나요?
,
아침은 어떻게 먹을 수 있나요?,개인이 해결해야 합니다.
,
기관의 도움은 야예 없습니까?,아니요 있습니다. 자가격리에 들어가시면 기본적으로 2주치 물품을 정부에서 전달합니다.
,
친구가코로나 증세가 나타나는데요.,어떻게 증상이 나타나고 있나요?
,
폐가 아프다고 하면서 식은땀을 흘립니다.어떻게 해야 하나요?,"일단, 병원으로 방문하도록 안내해야 합니다."
,
저는 어떻게 해야 하나요?,근처 보건소에 가셔서코로나 진단 검사를 받아서 확인해봐야 해요.
,
코로나 시국의 삶이 힘이 듭니다.,어려운 시대에 잘 버텨주어서 감사합니다.
,
코로나19에 관하여 정보를 찾고 싶습니다.,어떤 정보가 필요하신가요?
,
마스크 보유 재고 정보애요.,그 정보는 질병관리청 홈페이지에 들어가시면 있습니다.
,
그것말고 정리된 파일은 없습니까?,양식이 있는 자료는 미제공 하고 있습니다.
,
자가격리에 대해서 궁금한게 있어요.,자가격리에 대하여 관련련된 말씀이십니까?상세하게는 무엇입니까?
,
음식은 어떻게 해결합니까?,개인이 스스로 해결해야 합니다.
,
정부 기관의 지원은 아예 없습니까?,있어요. 자가격리에 들어가시면 2주치 생필품을 정부에서 지원하도록 하고 있습니다.
